{Bknwy=f,R2ar8=t,Wkcti=f,Wknck=t} => {Class=True}
{R2ar8=t,Thrsk=f,Wkcti=f,Wknck=t} => {Class=True}
{Bknwy=f,Rimmx=f,Wkcti=f,Wknck=t} => {Class=True}
{Bknwy=f,Dsopp=f,Rimmx=f,Wknck=t} => {Class=True}
{Dsopp=f,Qxmsq=f,Rimmx=f,Wknck=t} => {Class=True}
{Dsopp=f,Reskd=f,Rimmx=f,Wknck=t} => {Class=True}
{Bknwy=f,Qxmsq=f,Rimmx=f,Wknck=t} => {Class=True}
{Bknwy=f,Reskd=f,Rimmx=f,Wknck=t} => {Class=True}
{Qxmsq=f,Reskd=f,Rimmx=f,Wknck=t} => {Class=True}
{Bkona=f,Bxqsq=t,Qxmsq=f,R2ar8=t,Skrxp=f} => {Class=True}
{Bxqsq=t,Dsopp=f,Katri5=n,Skrxp=f,Thrsk=f} => {Class=True}
{Bkona=f,Bxqsq=t,Dsopp=f,Skrxp=f,Wkcti=f} => {Class=True}
{Bkona=f,Bxqsq=t,Dsopp=f,Thrsk=f,Wkcti=f} => {Class=True}
{Bkona=f,Bxqsq=t,Dsopp=f,Qxmsq=f,Wkcti=f} => {Class=True}
{Bxqsq=t,Dsopp=f,Skrxp=f,Thrsk=f,Wkcti=f} => {Class=True}
{Bxqsq=t,Dsopp=f,Qxmsq=f,Skrxp=f,Wkcti=f} => {Class=True}
{Bxqsq=t,Dsopp=f,Qxmsq=f,Thrsk=f,Wkcti=f} => {Class=True}
{Bkona=f,Bxqsq=t,Skrxp=f,Thrsk=f,Wkcti=f} => {Class=True}
{Bkona=f,Bxqsq=t,Dsopp=f,Reskr=f,Skrxp=f} => {Class=True}
{Bxqsq=t,Dsopp=f,Reskr=f,Skrxp=f,Thrsk=f} => {Class=True}
{Bknwy=f,R2ar8=t,Thrsk=f,Wkcti=f,Wknck=t} => {Class=True}
{Bknwy=f,Dsopp=f,Rimmx=f,Wkcti=f,Wknck=t} => {Class=True}
{Bknwy=f,Dsopp=f,Qxmsq=f,Rimmx=f,Wknck=t} => {Class=True}
{Bknwy=f,Dsopp=f,Reskd=f,Rimmx=f,Wknck=t} => {Class=True}
{Dsopp=f,Qxmsq=f,Reskd=f,Rimmx=f,Wknck=t} => {Class=True}
{Bknwy=f,Qxmsq=f,Reskd=f,Rimmx=f,Wknck=t} => {Class=True}
{Bkona=f,Bxqsq=t,Dsopp=f,Skrxp=f,Thrsk=f,Wkcti=f} => {Class=True}
{Bkona=f,Bxqsq=t,Dsopp=f,Qxmsq=f,Skrxp=f,Wkcti=f} => {Class=True}
{Bkona=f,Bxqsq=t,Dsopp=f,Qxmsq=f,Thrsk=f,Wkcti=f} => {Class=True}
{Bxqsq=t,Dsopp=f,Rxmsq=f,Skrxp=f,Wkcti=f,Wkna8=f} => {Class=True}
{Bxqsq=t,Dsopp=f,Qxmsq=f,Skrxp=f,Thrsk=f,Wkcti=f} => {Class=True}
{Bkona=f,Bxqsq=t,Qxmsq=f,Skrxp=f,Thrsk=f,Wkcti=f} => {Class=True}
{Bxqsq=t,Dsopp=f,Qxmsq=f,Reskr=f,Skrxp=f,Thrsk=f} => {Class=True}
{Bknwy=f,Dsopp=f,Qxmsq=f,Reskd=f,Rimmx=f,Wknck=t} => {Class=True}
