{Bkxcr=t,Wkcti=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkxcr=t,Thrsk=f,Wkcti=f,Wknck=t} => {Class=True}
{Bkxcr=t,Dsopp=f,Reskr=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Reskr=f,Wknck=t} => {Class=True}
{Bkxcr=t,Reskr=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkxcr=t,Reskr=f,Thrsk=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Dsopp=f,Wknck=t} => {Class=True}
{Bkxcr=t,Dsopp=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkxcr=t,Dsopp=f,Thrsk=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Wkna8=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Skrxp=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Thrsk=f,Wknck=t} => {Class=True}
{Bkxcr=t,Thrsk=f,Wkna8=f,Wknck=t} => {Class=True}
{Cntxt=t,Dsopp=f,Rimmx=f,Wknck=t} => {Class=True}
{Bknwy=f,Cntxt=t,Rimmx=f,Wknck=t} => {Class=True}
{Cntxt=t,Qxmsq=f,Rimmx=f,Wknck=t} => {Class=True}
{Cntxt=t,Reskd=f,Rimmx=f,Wknck=t} => {Class=True}
{Bkxbq=f,R2ar8=t,Rimmx=f,Wknck=t} => {Class=True}
{Bkxbq=f,Rimmx=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bkxbq=f,Rimmx=f,Wkcti=f,Wknck=t} => {Class=True}
{Bkxbq=f,Dsopp=f,Rimmx=f,Wknck=t} => {Class=True}
{Bknwy=f,Bkxbq=f,Rimmx=f,Wknck=t} => {Class=True}
{Bkxbq=f,Qxmsq=f,Rimmx=f,Wknck=t} => {Class=True}
{Cntxt=f,Rimmx=f,Wknck=t,Wkovl=t} => {Class=True}
{Rimmx=f,Simpl=f,Skewr=t,Wknck=t} => {Class=True}
{Rimmx=f,Simpl=f,Wknck=t,Wtoeg=n} => {Class=True}
{Rimmx=f,Simpl=f,Wkcti=f,Wknck=t} => {Class=True}
{Dsopp=f,Rimmx=f,Simpl=f,Wknck=t} => {Class=True}
{Bknwy=f,Rimmx=f,Simpl=f,Wknck=t} => {Class=True}
{Qxmsq=f,Rimmx=f,Simpl=f,Wknck=t} => {Class=True}
{R2ar8=t,Rimmx=f,Wknck=t,Wkovl=t} => {Class=True}
{Rimmx=f,Wknck=t,Wkovl=t,Wkpos=t} => {Class=True}
{Rimmx=f,Wknck=t,Wkovl=t,Wtoeg=n} => {Class=True}
{Rimmx=f,Wkcti=f,Wknck=t,Wkovl=t} => {Class=True}
{Bknwy=f,Rimmx=f,Wknck=t,Wkovl=t} => {Class=True}
{Bkspr=f,R2ar8=t,Rimmx=f,Wknck=t} => {Class=True}
{Dwipd=l,R2ar8=t,Rimmx=f,Wknck=t} => {Class=True}
{R2ar8=t,Rimmx=f,Skewr=t,Wknck=t} => {Class=True}
{Rimmx=f,Skewr=t,Wknck=t,Wtoeg=n} => {Class=True}
{Rimmx=f,Skewr=t,Wkcti=f,Wknck=t} => {Class=True}
{Dsopp=f,Rimmx=f,Skewr=t,Wknck=t} => {Class=True}
{Bknwy=f,Rimmx=f,Skewr=t,Wknck=t} => {Class=True}
{Qxmsq=f,Rimmx=f,Skewr=t,Wknck=t} => {Class=True}
{Reskd=f,Rimmx=f,Skewr=t,Wknck=t} => {Class=True}
{Rimmx=f,Wkcti=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bknwy=f,Rimmx=f,Wknck=t,Wtoeg=n} => {Class=True}
{Qxmsq=f,Rimmx=f,Wknck=t,Wtoeg=n} => {Class=True}
{Reskd=f,Rimmx=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bknwy=f,Rimmx=f,Wkcti=f,Wknck=t} => {Class=True}
{Bknwy=f,Dsopp=f,Rimmx=f,Wknck=t} => {Class=True}
{Dsopp=f,Qxmsq=f,Rimmx=f,Wknck=t} => {Class=True}
{Dsopp=f,Reskd=f,Rimmx=f,Wknck=t} => {Class=True}
{Bknwy=f,Qxmsq=f,Rimmx=f,Wknck=t} => {Class=True}
{Bknwy=f,Reskd=f,Rimmx=f,Wknck=t} => {Class=True}
{Qxmsq=f,Reskd=f,Rimmx=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Bxqsq=t,Dsopp=f,Wkcti=f} => {Class=True}
{Bkxcr=t,Bxqsq=t,Dsopp=f,Wkcti=f,Wkna8=f} => {Class=True}
{Bkona=f,Bkxcr=t,Bxqsq=t,Wkcti=f,Wkna8=f} => {Class=True}
{Bkona=f,Bkxcr=t,Bxqsq=t,Skrxp=f,Wkcti=f} => {Class=True}
{Bkxcr=t,Bxqsq=t,Rxmsq=f,Wkcti=f,Wkna8=f} => {Class=True}
{Bkxcr=t,Bxqsq=t,Skrxp=f,Wkcti=f,Wkna8=f} => {Class=True}
{Bkxcr=t,Bxqsq=t,Qxmsq=f,Wkcti=f,Wkna8=f} => {Class=True}
{Bkona=f,Bkxcr=t,Bxqsq=t,Dsopp=f,Wkna8=f} => {Class=True}
{Bkona=f,Bkxcr=t,Bxqsq=t,Dsopp=f,Skrxp=f} => {Class=True}
{Bkxcr=t,Bxqsq=t,Dsopp=f,Skrxp=f,Wkna8=f} => {Class=True}
{Bkona=f,Bkxcr=t,Bxqsq=t,Rxmsq=f,Wkna8=f} => {Class=True}
{Bkona=f,Bkxcr=t,Bxqsq=t,Skrxp=f,Wkna8=f} => {Class=True}
{Bkona=f,Bkxcr=t,Bxqsq=t,Qxmsq=f,Wkna8=f} => {Class=True}
{Bkona=f,Bkxcr=t,Bxqsq=t,Qxmsq=f,Skrxp=f} => {Class=True}
{Bkxcr=t,Bxqsq=t,Qxmsq=f,Skrxp=f,Wkna8=f} => {Class=True}
{Bkxcr=t,Dsopp=f,Katri5=n,Wkcti=f,Wknck=t} => {Class=True}
{Bkxcr=t,Katri5=n,Wkcti=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkxcr=t,Katri5=n,Thrsk=f,Wkcti=f,Wknck=t} => {Class=True}
{Bkxcr=t,Katri5=n,Reskr=f,Thrsk=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Dsopp=f,Katri5=n,Wknck=t} => {Class=True}
{Bkxcr=t,Dsopp=f,Katri5=n,Skrxp=f,Wknck=t} => {Class=True}
{Bkxcr=t,Dsopp=f,Katri5=n,Thrsk=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Katri5=n,Wkna8=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Katri5=n,Skrxp=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Katri5=n,Thrsk=f,Wknck=t} => {Class=True}
{Bkon8=f,Bkona=f,Bkxcr=t,Katri5=n,Wknck=t} => {Class=True}
{Bkxcr=t,Katri5=n,Skrxp=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkxcr=t,Katri5=n,Thrsk=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkxcr=t,Katri5=n,Skrxp=f,Thrsk=f,Wknck=t} => {Class=True}
{Bkon8=f,Bkxcr=t,Katri5=n,Thrsk=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Dsopp=f,Wkcti=f,Wknck=t} => {Class=True}
{Bkxcr=t,Dsopp=f,Wkcti=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkxcr=t,Dsopp=f,Thrsk=f,Wkcti=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Wkcti=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Thrsk=f,Wkcti=f,Wknck=t} => {Class=True}
{Bkxcr=t,Thrsk=f,Wkcti=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkxcr=t,Dsopp=f,Reskr=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkxcr=t,Dsopp=f,Reskr=f,Thrsk=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Reskr=f,Thrsk=f,Wknck=t} => {Class=True}
{Bkxcr=t,Reskr=f,Thrsk=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Dsopp=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Dsopp=f,Skrxp=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Dsopp=f,Thrsk=f,Wknck=t} => {Class=True}
{Bkxcr=t,Dsopp=f,Thrsk=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Skrxp=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Thrsk=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Skrxp=f,Thrsk=f,Wknck=t} => {Class=True}
{Bknwy=f,Blxwp=t,Dsopp=f,Wkcti=f,Wknck=t} => {Class=True}
{Bknwy=f,Blxwp=t,Wkcti=f,Wkna8=f,Wknck=t} => {Class=True}
{Cntxt=t,Qxmsq=f,Reskd=f,Rimmx=f,Wknck=t} => {Class=True}
{Bkxbq=f,Dsopp=f,Rimmx=f,Wkcti=f,Wknck=t} => {Class=True}
{Bknwy=f,Bkxbq=f,Rimmx=f,Wkcti=f,Wknck=t} => {Class=True}
{Bknwy=f,Bkxbq=f,Dsopp=f,Rimmx=f,Wknck=t} => {Class=True}
{Bkxbq=f,Dsopp=f,Qxmsq=f,Rimmx=f,Wknck=t} => {Class=True}
{Bknwy=f,Bkxbq=f,Qxmsq=f,Rimmx=f,Wknck=t} => {Class=True}
{Dsopp=f,Rimmx=f,Simpl=f,Skewr=t,Wknck=t} => {Class=True}
{Bknwy=f,Rimmx=f,Simpl=f,Skewr=t,Wknck=t} => {Class=True}
{Qxmsq=f,Rimmx=f,Simpl=f,Skewr=t,Wknck=t} => {Class=True}
{Bknwy=f,Rimmx=f,Simpl=f,Wknck=t,Wtoeg=n} => {Class=True}
{Qxmsq=f,Rimmx=f,Simpl=f,Wknck=t,Wtoeg=n} => {Class=True}
{Dsopp=f,Rimmx=f,Simpl=f,Wkcti=f,Wknck=t} => {Class=True}
{Bknwy=f,Rimmx=f,Simpl=f,Wkcti=f,Wknck=t} => {Class=True}
{Bknwy=f,Dsopp=f,Rimmx=f,Simpl=f,Wknck=t} => {Class=True}
{Dsopp=f,Qxmsq=f,Rimmx=f,Simpl=f,Wknck=t} => {Class=True}
{Bknwy=f,Qxmsq=f,Rimmx=f,Simpl=f,Wknck=t} => {Class=True}
{Rimmx=f,Wkcti=f,Wknck=t,Wkovl=t,Wtoeg=n} => {Class=True}
{Rimmx=f,Skewr=t,Wkcti=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bknwy=f,Rimmx=f,Skewr=t,Wknck=t,Wtoeg=n} => {Class=True}
{Qxmsq=f,Rimmx=f,Skewr=t,Wknck=t,Wtoeg=n} => {Class=True}
{Reskd=f,Rimmx=f,Skewr=t,Wknck=t,Wtoeg=n} => {Class=True}
{Dsopp=f,Rimmx=f,Skewr=t,Wkcti=f,Wknck=t} => {Class=True}
{Bknwy=f,Dsopp=f,Rimmx=f,Skewr=t,Wknck=t} => {Class=True}
{Dsopp=f,Qxmsq=f,Rimmx=f,Skewr=t,Wknck=t} => {Class=True}
{Dsopp=f,Reskd=f,Rimmx=f,Skewr=t,Wknck=t} => {Class=True}
{Bknwy=f,Qxmsq=f,Rimmx=f,Skewr=t,Wknck=t} => {Class=True}
{Bknwy=f,Reskd=f,Rimmx=f,Skewr=t,Wknck=t} => {Class=True}
{Qxmsq=f,Reskd=f,Rimmx=f,Skewr=t,Wknck=t} => {Class=True}
{Bknwy=f,Rimmx=f,Wkcti=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bknwy=f,Qxmsq=f,Rimmx=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bknwy=f,Reskd=f,Rimmx=f,Wknck=t,Wtoeg=n} => {Class=True}
{Qxmsq=f,Reskd=f,Rimmx=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bknwy=f,Dsopp=f,Rimmx=f,Wkcti=f,Wknck=t} => {Class=True}
{Bknwy=f,Dsopp=f,Qxmsq=f,Rimmx=f,Wknck=t} => {Class=True}
{Bknwy=f,Dsopp=f,Reskd=f,Rimmx=f,Wknck=t} => {Class=True}
{Dsopp=f,Qxmsq=f,Reskd=f,Rimmx=f,Wknck=t} => {Class=True}
{Bknwy=f,Qxmsq=f,Reskd=f,Rimmx=f,Wknck=t} => {Class=True}
{Bkxcr=t,Bxqsq=t,Qxmsq=f,R2ar8=t,Skrxp=f,Wkcti=f} => {Class=True}
{Bkona=f,Bkxcr=t,Bxqsq=t,Dsopp=f,Wkcti=f,Wkna8=f} => {Class=True}
{Bkona=f,Bkxcr=t,Bxqsq=t,Dsopp=f,Skrxp=f,Wkcti=f} => {Class=True}
{Bkxcr=t,Bxqsq=t,Dsopp=f,Skrxp=f,Wkcti=f,Wkna8=f} => {Class=True}
{Bkona=f,Bkxcr=t,Bxqsq=t,Rxmsq=f,Wkcti=f,Wkna8=f} => {Class=True}
{Bkona=f,Bkxcr=t,Bxqsq=t,Skrxp=f,Wkcti=f,Wkna8=f} => {Class=True}
{Bkona=f,Bkxcr=t,Bxqsq=t,Qxmsq=f,Wkcti=f,Wkna8=f} => {Class=True}
{Bkona=f,Bkxcr=t,Bxqsq=t,Qxmsq=f,Skrxp=f,Wkcti=f} => {Class=True}
{Bkxcr=t,Bxqsq=t,Rxmsq=f,Skrxp=f,Wkcti=f,Wkna8=f} => {Class=True}
{Bkxcr=t,Bxqsq=t,Qxmsq=f,Skrxp=f,Wkcti=f,Wkna8=f} => {Class=True}
{Bkona=f,Bkxcr=t,Bxqsq=t,Dsopp=f,Skrxp=f,Wkna8=f} => {Class=True}
{Bkona=f,Bkxcr=t,Bxqsq=t,Rxmsq=f,Skrxp=f,Wkna8=f} => {Class=True}
{Bkona=f,Bkxcr=t,Bxqsq=t,Qxmsq=f,Skrxp=f,Wkna8=f} => {Class=True}
{Bkxcr=t,Dsopp=f,Katri5=n,Thrsk=f,Wkcti=f,Wknck=t} => {Class=True}
{Bkxcr=t,Katri5=n,Thrsk=f,Wkcti=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Dsopp=f,Katri5=n,Thrsk=f,Wknck=t} => {Class=True}
{Bkxcr=t,Dsopp=f,Katri5=n,Skrxp=f,Thrsk=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Katri5=n,Thrsk=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkxcr=t,Katri5=n,Skrxp=f,Thrsk=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Dsopp=f,Wkcti=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Dsopp=f,Thrsk=f,Wkcti=f,Wknck=t} => {Class=True}
{Bkxcr=t,Dsopp=f,Thrsk=f,Wkcti=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Thrsk=f,Wkcti=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkxcr=t,Dsopp=f,Reskr=f,Thrsk=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Dsopp=f,Skrxp=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Dsopp=f,Thrsk=f,Wkna8=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Dsopp=f,Skrxp=f,Thrsk=f,Wknck=t} => {Class=True}
{Bkona=f,Bkxcr=t,Skrxp=f,Thrsk=f,Wkna8=f,Wknck=t} => {Class=True}
{Bknwy=f,Blxwp=t,Dsopp=f,Wkcti=f,Wkna8=f,Wknck=t} => {Class=True}
{Bknwy=f,Blxwp=t,Dsopp=f,Reskr=f,Wkna8=f,Wknck=t} => {Class=True}
{Bknwy=f,Bkxbq=f,Dsopp=f,Rimmx=f,Wkcti=f,Wknck=t} => {Class=True}
{Bknwy=f,Bkxbq=f,Dsopp=f,Qxmsq=f,Rimmx=f,Wknck=t} => {Class=True}
{Dsopp=f,Qxmsq=f,Rimmx=f,Simpl=f,Skewr=t,Wknck=t} => {Class=True}
{Bknwy=f,Qxmsq=f,Rimmx=f,Simpl=f,Skewr=t,Wknck=t} => {Class=True}
{Bknwy=f,Qxmsq=f,Rimmx=f,Simpl=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bknwy=f,Dsopp=f,Rimmx=f,Simpl=f,Wkcti=f,Wknck=t} => {Class=True}
{Bknwy=f,Dsopp=f,Qxmsq=f,Rimmx=f,Simpl=f,Wknck=t} => {Class=True}
{Bknwy=f,Qxmsq=f,Rimmx=f,Skewr=t,Wknck=t,Wtoeg=n} => {Class=True}
{Bknwy=f,Reskd=f,Rimmx=f,Skewr=t,Wknck=t,Wtoeg=n} => {Class=True}
{Qxmsq=f,Reskd=f,Rimmx=f,Skewr=t,Wknck=t,Wtoeg=n} => {Class=True}
{Bknwy=f,Dsopp=f,Qxmsq=f,Rimmx=f,Skewr=t,Wknck=t} => {Class=True}
{Bknwy=f,Dsopp=f,Reskd=f,Rimmx=f,Skewr=t,Wknck=t} => {Class=True}
{Dsopp=f,Qxmsq=f,Reskd=f,Rimmx=f,Skewr=t,Wknck=t} => {Class=True}
{Bknwy=f,Qxmsq=f,Reskd=f,Rimmx=f,Skewr=t,Wknck=t} => {Class=True}
{Bknwy=f,Qxmsq=f,Reskd=f,Rimmx=f,Wknck=t,Wtoeg=n} => {Class=True}
{Bknwy=f,Dsopp=f,Qxmsq=f,Reskd=f,Rimmx=f,Wknck=t} => {Class=True}
