{TopLeft=o,MiddleMiddle= o,BottomRight= o} => {Class= True}
{TopLeft=o,MiddleLeft= x,MiddleMiddle= o} => {Class= True}
{TopLeft=o,TopMiddle= x,MiddleMiddle= o} => {Class= True}
{TopRight= o,MiddleMiddle= o,BottomLeft= o} => {Class= True}
{TopRight= o,MiddleMiddle= o,MiddleRight= x} => {Class= True}
{TopMiddle= x,TopRight= o,MiddleMiddle= o} => {Class= True}
{MiddleLeft= x,MiddleMiddle= o,BottomLeft= o} => {Class= True}
{MiddleMiddle= o,BottomLeft= o,BottomMiddle= x} => {Class= True}
{MiddleMiddle= o,BottomMiddle= x,BottomRight= o} => {Class= True}
{MiddleMiddle= o,MiddleRight= x,BottomRight= o} => {Class= True}
{MiddleLeft= x,MiddleMiddle= o,MiddleRight= x} => {Class= True}
{TopMiddle= x,MiddleMiddle= o,BottomMiddle= x} => {Class= True}
{TopLeft=o,TopRight= b,MiddleMiddle= o} => {Class= True}
{TopRight= b,MiddleMiddle= o,BottomRight= o} => {Class= True}
{TopRight= b,MiddleMiddle= o,MiddleRight= x} => {Class= True}
{TopMiddle= x,TopRight= b,MiddleMiddle= o} => {Class= True}
{TopLeft=b,TopRight= o,MiddleMiddle= o} => {Class= True}
{TopLeft=b,MiddleMiddle= o,BottomLeft= o} => {Class= True}
{TopLeft=b,MiddleLeft= x,MiddleMiddle= o} => {Class= True}
{TopLeft=b,TopMiddle= x,MiddleMiddle= o} => {Class= True}
{TopRight= o,MiddleMiddle= o,BottomRight= b} => {Class= True}
{MiddleMiddle= o,BottomLeft= o,BottomRight= b} => {Class= True}
{MiddleMiddle= o,BottomMiddle= x,BottomRight= b} => {Class= True}
{MiddleMiddle= o,MiddleRight= x,BottomRight= b} => {Class= True}
{TopLeft=o,MiddleMiddle= o,BottomLeft= b} => {Class= True}
{MiddleMiddle= o,BottomLeft= b,BottomRight= o} => {Class= True}
{MiddleLeft= x,MiddleMiddle= o,BottomLeft= b} => {Class= True}
{MiddleMiddle= o,BottomLeft= b,BottomMiddle= x} => {Class= True}
{TopMiddle= b,MiddleMiddle= o,BottomLeft= o} => {Class= True}
{TopMiddle= b,BottomLeft= o,BottomMiddle= x} => {Class= True}
{TopMiddle= b,MiddleMiddle= o,BottomRight= o} => {Class= True}
{TopMiddle= b,BottomMiddle= x,BottomRight= o} => {Class= True}
{TopRight= o,MiddleLeft= b,MiddleMiddle= o} => {Class= True}
{TopRight= o,MiddleLeft= b,MiddleRight= x} => {Class= True}
{MiddleLeft= b,MiddleMiddle= o,BottomRight= o} => {Class= True}
{MiddleLeft= b,MiddleRight= x,BottomRight= o} => {Class= True}
{TopLeft=o,MiddleMiddle= o,MiddleRight= b} => {Class= True}
{TopLeft=o,MiddleLeft= x,MiddleRight= b} => {Class= True}
{MiddleMiddle= o,MiddleRight= b,BottomLeft= o} => {Class= True}
{MiddleLeft= x,MiddleRight= b,BottomLeft= o} => {Class= True}
{TopLeft=o,MiddleMiddle= o,BottomMiddle= b} => {Class= True}
{TopLeft=o,TopMiddle= x,BottomMiddle= b} => {Class= True}
{TopRight= o,MiddleMiddle= o,BottomMiddle= b} => {Class= True}
{TopMiddle= x,TopRight= o,BottomMiddle= b} => {Class= True}
{TopMiddle= o,MiddleMiddle= o,BottomMiddle= o} => {Class= True}
{BottomLeft= o,BottomMiddle= o,BottomRight= o} => {Class= True}
{TopLeft=o,TopMiddle= o,TopRight= o} => {Class= True}
{MiddleLeft= o,MiddleMiddle= o,MiddleRight= o} => {Class= True}
{TopRight= o,MiddleRight= o,BottomRight= o} => {Class= True}
{TopLeft=o,MiddleLeft= o,BottomLeft= o} => {Class= True}
{TopLeft=o,MiddleMiddle= o,BottomRight= o} => {Class= True}
{TopLeft=o,MiddleLeft= x,MiddleMiddle= o} => {Class= True}
{TopLeft=o,TopMiddle= x,MiddleMiddle= o} => {Class= True}
{TopRight= o,MiddleMiddle= o,BottomLeft= o} => {Class= True}
{TopRight= o,MiddleMiddle= o,MiddleRight= x} => {Class= True}
{TopMiddle= x,TopRight= o,MiddleMiddle= o} => {Class= True}
{MiddleLeft= x,MiddleMiddle= o,BottomLeft= o} => {Class= True}
{MiddleMiddle= o,BottomLeft= o,BottomMiddle= x} => {Class= True}
{MiddleMiddle= o,BottomMiddle= x,BottomRight= o} => {Class= True}
{MiddleMiddle= o,MiddleRight= x,BottomRight= o} => {Class= True}
{MiddleLeft= x,MiddleMiddle= o,MiddleRight= x} => {Class= True}
{TopMiddle= x,MiddleMiddle= o,BottomMiddle= x} => {Class= True}
{MiddleMiddle= o,BottomLeft= o,BottomMiddle= x,BottomRight= x} => {Class= True}
{TopMiddle= x,MiddleMiddle= o,MiddleRight= x,BottomLeft= o} => {Class= True}
{TopLeft=x,MiddleMiddle= o,MiddleRight= x,BottomLeft= o} => {Class= True}
{TopMiddle= x,MiddleMiddle= o,BottomLeft= o,BottomRight= x} => {Class= True}
{TopLeft=x,MiddleMiddle= o,BottomLeft= o,BottomRight= x} => {Class= True}
{MiddleLeft= x,MiddleMiddle= o,MiddleRight= x,BottomRight= o} => {Class= True}
{TopMiddle= x,MiddleLeft= x,MiddleMiddle= o,BottomRight= o} => {Class= True}
{TopRight= x,MiddleLeft= x,MiddleMiddle= o,BottomRight= o} => {Class= True}
{MiddleMiddle= o,MiddleRight= x,BottomMiddle= x,BottomRight= o} => {Class= True}
{TopMiddle= x,MiddleMiddle= o,BottomMiddle= x,BottomRight= o} => {Class= True}
{MiddleMiddle= o,BottomLeft= x,BottomMiddle= x,BottomRight= o} => {Class= True}
{TopRight= x,MiddleMiddle= o,MiddleRight= x,BottomRight= o} => {Class= True}
{TopMiddle= x,MiddleMiddle= o,BottomLeft= x,BottomRight= o} => {Class= True}
{TopRight= x,MiddleMiddle= o,BottomLeft= x,BottomRight= o} => {Class= True}
